Name,Slug,Created On,Updated On,Published On,Description,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Special Labels,Link,Logo
Audacy,audacy,Wed Jul 27 2022 12:24:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:24:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Your new audio home for all the music, news, sports, and podcasts that matter to you. Live and on-demand. It's all here.",podcast-players,,,,,,https://www.audacy.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12e670d200a51fde40998_61c1d1f9dd6b5d210e8c30bb_Audacy.png
Auddia,auddia,Wed Jul 27 2022 12:24:27 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:24:27 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Radio, Your way. Stream your favorite AM/FM stations with no interruptions.",podcast-players,,,,,,https://auddia.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12e7800af2193b06b0d6d_61b332ab3fe36dacdf25c9c5_Auddia.png
Auddy,auddy,Fri Jul 15 2022 12:53:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:53:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),Auddy is an independent technology enabled business delivering audio solutions to brands and creators.,production-companies,,,,,,https://auddy.co/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d16336e5d9389b0d9955c6_621f67dae199ddf61881cf29_Auddy.png
Audiation,audiation,Fri Jul 15 2022 12:53:59 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:53:59 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Audiation partners with brands, media companies, agencies and creators to conceptualize, develop, produce and market podcasts.",production-companies,,,,,,https://www.audiation.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d16360b40a4a836c30234e_61a0fa81798ebd52fec6b2d2_Audiation.png
Audible,audible,Wed Jul 27 2022 12:24:52 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:24:52 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),"Audible is a leading creator and provider of premium audio storytelling, offering customers a new way to enhance and enrich their lives every day.",podcast-players,,,,,,https://www.audible.co.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12e901449c9110820b3be_61a0fa882f985a43b1ba8d57_Audible.png
Audio Dramatic,audio-dramatic,Thu Jul 14 2022 11:57:35 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 11:57:35 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),"Audio Dramatic is a weekly newsletter created by Elena Fernández-Collins, focused entirely on audio fiction in podcasting. It provides curated lists, episode mini-reviews, discussions and essays, recommended reading, and more.",podcasting-newsletters,,,,,,https://mailchi.mp/b28bee73ba29/audiodramatic,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d0047d299f8c0b01af06ad_61a0fa91eeb118eeebdd4585_Audio%20Dramatic.png
Audio Jungle,audio-jungle,Wed Jul 20 2022 14:49:36 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:49:36 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:58:52 GMT+0000 (Coordinated Universal Time),"Royalty-free music and audio tracks from $1. 1,781,749 tracks and sounds from our community of musicians and sound engineers.",royalty-free-music,,,,,,https://audiojungle.net/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d815f8fe02b92443e593f2_61a0fb4e3511327d3f463127_Audio%20Jungle.png
Audio Production Rewards,audio-production-rewards,Wed Jul 27 2022 11:19:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:19:10 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"Welcome to the Audio Production Awards! We created these awards to celebrate the very best in radio and audio production, reflecting the different skills and wide range of genres out there. Whether you’re a sound designer specializing in documentary, a live sports producer or anything in between, these awards are a chance for you to have your expertise recognized.",podcast-awards,,,,,,https://www.audiouk.org.uk/audio-production-awards/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e11f2510308d6dab45ae30_61a0fb55e5c2bc3aae54f846_Audio%20Production%20Awards.png
Audio UK,audio-uk,Thu Jun 30 2022 12:57:20 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 12:57:20 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 13:00:29 GMT+0000 (Coordinated Universal Time),"AudioUK is the trade association for professional audio production companies, creative businesses around the UK making high-quality content for radio, podcasting, and audiobooks, as well as much more. Our main aim is to help our member companies, and by extension, the UK audio production industry as a whole, to operate successfully and to grow their businesses.",industry-and-trade-bodies,,,,,,https://www.audiouk.org.uk/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bd9dabf1e511164daaba15_61a0fb63524b420f93f3d596_Audio%20UK.png
Audio Up Media,audio-up-media,Fri Jul 15 2022 12:54:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:54:30 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"A world of infinite audio-based entertainment. At audio up we are building an ecosystem of IP where every single song, podcast, and audio marketing asset becomes much much more - We are bringing audio blockbusters to life and taking this media from black and white into technicolor.",production-companies,,,,,,https://www.audioup.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1637f60df002f72cef243_61fbb58ca978121245e85da8_Audio%20Up%20Media.png
Audio Verse Awards,audio-verse-awards,Wed Jul 27 2022 11:19:33 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:19:33 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Audio Verse Awards are an annual celebration, dedicated to the greatest people and productions in immersive audio fiction around the world, whether it’s an audio play, improvised, or spoken word production. Production must be a fictional story, not news, conversation, or behind the scenes content. ",podcast-awards,,,,,,https://audioverseawards.net/about/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e11f3b188c8c39c134644f_61a0fb81524b427f0ef3d90b_Audio%20Verse%20Awards.png
Audioboom,audioboom,Tue Jun 28 2022 12:25:10 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:03:24 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),With Audioboom you can appear in their Showcase and global advertising marketplace to get ad sales.,ad-sales,podcast-networks,sponsorship-marketplaces,podcast-hosting-companies,,,https://audioboom.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf2ca2013a7c90eb1df0e_33a6e78041416c53bcedd08f6685946204be406d.png
Audiocado,audiocado,Tue Jul 26 2022 14:16:00 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:16:00 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),"Turn your Podcast into Videos. Create videos with waveform animations, add subtitles and start promoting your podcast on social media.",audiogram-video-creators,,,,,,https://audiocado.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dff70d49fd44330b6176e3_61c1a430c32cd8643cc57744_Audiocado.png
AudioChuck,audiochuck,Fri Jul 15 2022 12:55:14 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:55:14 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),Audiochuck is an Indianapolis-based media company focused on bringing our fans edge-of-your-seat storytelling that speaks to the latest generation of podcast listeners.,production-companies,,,,,,https://audiochuck.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d163943a9b98918f76eff3_61a0fbd77b1c5e7a81debbe5_Audiochuck.png
AudioGo,audiogo,Thu Jul 14 2022 12:38:01 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:38:01 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:43:55 GMT+0000 (Coordinated Universal Time),"AudioGO is a self-serve advertising platform that makes it easy to create, schedule, and run audio ads - wherever your customers are listening.",sponsorship-marketplaces,,,,,,https://www.audiogo.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d00e214e9b910460e92cb9_61a0fbde7438009c16c0ae81_AudioGo.png
audiogram,audiogram,Tue Jul 26 2022 14:18:08 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:18:08 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:25:25 GMT+0000 (Coordinated Universal Time),"Convert your audio into engaging social video with Audiogram. Share memorable podcast moments. Educate, entertain, and attract new listeners with Audiogram.",audiogram-video-creators,,,,,,https://getaudiogram.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dff754e2428be2a5b46eb2_61d81c8a68e72684afc6222f_Audiogram.png
Audiology,audiology,Tue Jun 28 2022 12:30:20 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:46:59 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),Audiology represents the largest digital audio marketplace in the United States,ad-sales,,,,,,https://audiology.media/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf449fa2cce5bc4654a51_61c204ae3c6020eefc17bb45_Audiology.png
AudioMob,audiomob,Tue Jun 28 2022 12:35:20 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:46:55 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),"Audio Mob is an in-game audio ad revolution. It is non-intrusive and powerfully engaging, our unique in-game audio ad format is proven to significantly increase game studio revenues while connecting brands with highly engaged, deeply relevant audiences - all without interrupting players.",ad-sales,,,,,,https://audiomob.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf566c625991e0fa192e3_Audiomob.png
Audionautix,audionautix,Wed Jul 20 2022 14:50:03 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:50:03 GMT+0000 (Coordinated Universal Time),Wed Jul 20 2022 14:58:52 GMT+0000 (Coordinated Universal Time),Free Production Music. Absolutely Free! All music is composed and produced by Jason Shaw. This music is royalty free - completely free - for you to download and use (even for commercial purposes) as long as you provide credit.,royalty-free-music,,,,,,https://audionautix.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d816156a369c6e49a7d30b_61d72b16707507fda04e0ffb_Audionautix.png
AudioStaq,audiostaq,Fri Jul 15 2022 12:14:17 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:14:17 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Enterprise podcasting for brands and influencers. Distribute, measure, and monetize your podcast business or network with one powerful platform.",podcast-hosting-companies,,,,,,https://audiostaq.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15a12e5d938b5e498df07_61a0fbfc9cb6fd0a7d5b6a42_AudioStaq.png
Audry,audry,Tue Jul 26 2022 14:37:55 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:37:55 GMT+0000 (Coordinated Universal Time),Tue Jul 26 2022 14:50:50 GMT+0000 (Coordinated Universal Time),"Whether you’re a seasoned podcaster or just starting out, collaboration is the key to reaching your goals. That’s why at Audry, we bring hosts together to help them grow their audiences and find new ways to communicate.",guesting-cross-promotion,,,,,,https://www.audry.io/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62dffc40ff69768650615f2a_61a0fc03d2986a5e00b3197b_Audry.png
Auphonic,auphonic,Fri Jul 15 2022 11:33:34 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 11:42:18 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Automatic audio post production web service for podcasts, broadcasters, radio shows, movies, screencasts and more.",audio-editing-software,editing-only-software,,,,,https://auphonic.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1508a4754b39bc6d761a6_61a0fc0a5c8f5986706f1312_Auphonic.png
Ausha,ausha,Fri Jul 15 2022 12:14:37 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:14:37 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Ausha is the ideal platform to host, distribute and monetize your podcasts. The most powerful tools to manage your podcast: host unlimited content, distribute to all listening apps in just a few clicks, automate your promotion and track your advanced analytics.",podcast-hosting-companies,,,,,,https://ausha.co,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15a288a2b753f2ddae2b1_61a0fc212b111dec851d66a4_Ausha.png
Australian Podcast Awards,australian-podcast-awards,Wed Jul 27 2022 11:19:57 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:19:57 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 11:56:28 GMT+0000 (Coordinated Universal Time),"The Australian Podcast Awards is an annual celebration of the quality and breadth of Australian podcast content. Entries are self-nominated, and over 20 categories are judged by a panel of experts, alongside a public vote - the Listeners’ Choice. Entries come from independent podcasters, broadcasters, the business community and well as non-profit organisations.",podcast-awards,,,,,,https://australianpodcastawards.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e11f550f555fd4db0e339f_61a0fc28798ebd137ac6caf2_Australian%20Podcast%20Awards.png
Authentic,authentic,Tue Jun 28 2022 12:37:10 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:46:51 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),"Authentic represents high-quality popular podcasts. All hand-selected for their Authentic voices, stories and content--and hyper-engaged audiences. They can represent your show to advertisers.",ad-sales,,,,,,https://authenticshows.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62baf5ef4236d933722553bf_authentic_logo.png
AutoPod,autopod,Fri Jul 15 2022 12:15:57 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:15:57 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"AutoPod, automated listen again & podcast hosting. AutoPod records your station output 24 hours a day, 7 days a week, automatically transforming your shows into Podcasts based on your schedule and making them available to listeners on your website or in their favourite Podcast app (Such as Apple Podcasts, Google Podcasts, Spotify & More).",podcast-hosting-companies,,,,,,https://www.hippynet.co.uk/autopod/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15a7948d7a007e9e8bae6_61a0fc2f3511322f22463aa5_AutoPod.png
Auxbus,auxbus,Fri Jul 15 2022 12:16:38 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 12:16:38 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),"Auxbus is a simple & affordable podcast solution that lets you plan, record, and launch all in one place.",podcast-hosting-companies,,,,,,https://www.auxbus.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d15a93752de4bc67decdb4_61a0fc347b1c5e1ab5debf25_Auxbus.png
Awesound,awesound,Thu Jul 14 2022 12:47:15 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 12:47:15 GMT+0000 (Coordinated Universal Time),Thu Jul 14 2022 13:00:10 GMT+0000 (Coordinated Universal Time),"Awesound offers a flexible way to sell audiobooks, courses or podcasts. They look after all the technical details like security and offline / mobile access. It's simple for you and convenient for your listeners.",subscriptions,,,,,,https://awesound.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d0104e7dfd5538cbd7c9aa_61a0fc78f4395750d217438b_Awesound.png
Bababam,bababam,Fri Jul 15 2022 13:02:51 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:02:51 GMT+0000 (Coordinated Universal Time),Fri Jul 15 2022 13:33:27 GMT+0000 (Coordinated Universal Time),We help brands and media to switch to the world of audio.,production-companies,,,,,,https://www.ba-ba-bam.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62d1657326427a1b07c57378_61a0fc7ffc102c9c1979b602_Bababam.png
Backtracks,backtracks,Wed Jun 29 2022 09:10:25 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:43:21 GMT+0000 (Coordinated Universal Time),Thu Jun 30 2022 10:48:34 GMT+0000 (Coordinated Universal Time),Backtracks is the world's most advanced podcast analytics and advertising platform. Know and grow your audience and revenue.,analytics-and-insights-tools,,,,,,https://backtracks.fm/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62bc16f12c12172796bea6e8_61a0fc87e5c2bc7f9a54ffe1_Backtracks.png
Bandcamp,bandcamp,Wed Jul 27 2022 12:25:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 12:25:11 GMT+0000 (Coordinated Universal Time),Wed Jul 27 2022 13:59:53 GMT+0000 (Coordinated Universal Time),Bandcamp allows users to discover amazing music and directly support the artists who make it.,podcast-players,,,,,,https://bandcamp.com/,https://uploads-ssl.webflow.com/62976cf559741c0c9a8c5159/62e12ea15b5c9d469dd03eb1_61a0fc8ee18d7651f5ee2ecc_Bandcamp.png
